Superficie,Tourney_Level,Cat_Rank,Cat_Age,Cat_Ht,Fav_Hand,Hand_Matchup,Cat_Ace,Cat_DF,Cat_ServiceWinPerc,Risultato_Favorevole
Clay,M,Equilibrato,Superiore,Superiore,R,StessaMano,Superiore,Medio,Superiore,Vittoria
Clay,M,FavoritoMedio,Inferiore,Superiore,R,StessaMano,Superiore,Superiore,Inferiore,Sconfitta
Clay,M,FavoritoNetto,Medio,Inferiore,R,Opposta,Inferiore,Inferiore,Superiore,Vittoria
Clay,M,FavoritoMedio,Superiore,Superiore,R,StessaMano,Inferiore,Superiore,Inferiore,Sconfitta
Clay,M,FavoritoMedio,Medio,Inferiore,R,StessaMano,Medio,Medio,Superiore,Vittoria
Clay,M,FavoritoNetto,Inferiore,Superiore,R,StessaMano,Medio,Medio,Superiore,Vittoria
Clay,M,FavoritoMedio,Superiore,Inferiore,R,StessaMano,Medio,Medio,Medio,Vittoria
Clay,M,FavoritoMedio,Inferiore,Medio,R,Opposta,Medio,Inferiore,Superiore,Vittoria
Clay,M,FavoritoNetto,Superiore,Inferiore,R,StessaMano,Medio,Medio,Superiore,Vittoria
Clay,M,FavoritoMedio,Medio,Inferiore,R,Opposta,Inferiore,Inferiore,Inferiore,Sconfitta
Clay,M,Equilibrato,Inferiore,Superiore,R,StessaMano,Medio,Medio,Medio,Vittoria
Clay,M,Equilibrato,Medio,Inferiore,R,StessaMano,Inferiore,Medio,Medio,Vittoria
Clay,M,FavoritoMedio,Superiore,Inferiore,L,Opposta,Medio,Inferiore,Superiore,Vittoria
Clay,M,FavoritoMedio,Inferiore,Inferiore,L,Opposta,Medio,Inferiore,Medio,Vittoria
Clay,M,FavoritoMedio,Superiore,Inferiore,R,StessaMano,Inferiore,Inferiore,Inferiore,Sconfitta
Clay,M,Equilibrato,Medio,Inferiore,R,StessaMano,Superiore,Superiore,Medio,Vittoria
Clay,M,FavoritoMedio,Inferiore,Superiore,R,StessaMano,Inferiore,Superiore,Inferiore,Sconfitta
Clay,M,Equilibrato,Inferiore,Inferiore,R,StessaMano,Medio,Inferiore,Inferiore,Vittoria
Clay,M,Equilibrato,Medio,Inferiore,R,StessaMano,Inferiore,Superiore,Superiore,Vittoria
Clay,M,Equilibrato,Inferiore,Inferiore,R,StessaMano,Inferiore,Inferiore,Inferiore,Sconfitta
Clay,M,FavoritoNetto,Medio,Inferiore,R,Opposta,Medio,Inferiore,Superiore,Vittoria
Clay,M,FavoritoNetto,Superiore,Superiore,R,Opposta,Medio,Superiore,Inferiore,Sconfitta
Clay,M,Equilibrato,Medio,Medio,R,StessaMano,Inferiore,Inferiore,Inferiore,Sconfitta
Clay,M,FavoritoMedio,Medio,Inferiore,L,Opposta,Inferiore,Superiore,Inferiore,Sconfitta
Clay,M,FavoritoNetto,Medio,Medio,R,StessaMano,Medio,Medio,Medio,Sconfitta
Clay,M,Equilibrato,Superiore,Inferiore,R,StessaMano,Inferiore,Inferiore,Medio,Vittoria
Clay,M,FavoritoNetto,Superiore,Inferiore,R,StessaMano,Inferiore,Medio,Medio,Vittoria
Clay,M,Equilibrato,Inferiore,Medio,R,StessaMano,Inferiore,Inferiore,Medio,Vittoria
Clay,M,Equilibrato,Inferiore,Medio,L,Opposta,Inferiore,Superiore,Medio,Vittoria
Clay,M,FavoritoMedio,Inferiore,Medio,R,StessaMano,Medio,Medio,Medio,Sconfitta
Clay,M,Equilibrato,Inferiore,Medio,R,Opposta,Inferiore,Medio,Inferiore,Sconfitta
Clay,M,FavoritoMedio,Superiore,Inferiore,R,StessaMano,Medio,Inferiore,Superiore,Vittoria
Clay,M,FavoritoNetto,Inferiore,Superiore,R,StessaMano,Inferiore,Superiore,Medio,Vittoria
Clay,M,FavoritoMedio,Medio,Inferiore,R,StessaMano,Inferiore,Superiore,Superiore,Vittoria
Clay,M,Equilibrato,Inferiore,Medio,R,StessaMano,Superiore,Medio,Superiore,Vittoria
Clay,M,Equilibrato,Superiore,Inferiore,R,StessaMano,Inferiore,Superiore,Inferiore,Sconfitta
Clay,A,FavoritoNetto,Inferiore,Superiore,R,StessaMano,Inferiore,Superiore,Medio,Vittoria
Clay,A,FavoritoNetto,Inferiore,Superiore,R,Opposta,Superiore,Inferiore,Superiore,Vittoria
Clay,A,FavoritoMedio,Superiore,Inferiore,R,StessaMano,Inferiore,Medio,Inferiore,Sconfitta
Clay,A,FavoritoNetto,Inferiore,Superiore,R,StessaMano,Superiore,Superiore,Medio,Vittoria
Clay,A,Equilibrato,Medio,Superiore,L,StessaMano,Medio,Superiore,Medio,Vittoria
Clay,A,FavoritoMedio,Inferiore,Superiore,R,StessaMano,Superiore,Medio,Superiore,Vittoria
Clay,A,Equilibrato,Superiore,Inferiore,R,StessaMano,Medio,Superiore,Medio,Vittoria
Clay,A,FavoritoNetto,Inferiore,Superiore,R,StessaMano,Superiore,Superiore,Superiore,Vittoria
Clay,A,FavoritoNetto,Medio,Inferiore,R,StessaMano,Medio,Inferiore,Medio,Vittoria
Clay,A,FavoritoMedio,Medio,Medio,R,Opposta,Medio,Superiore,Inferiore,Sconfitta
Clay,A,FavoritoMedio,Superiore,Inferiore,R,Opposta,Inferiore,Superiore,Inferiore,Sconfitta
Clay,A,Equilibrato,Inferiore,Superiore,R,StessaMano,Superiore,Inferiore,Superiore,Vittoria
Clay,A,FavoritoNetto,Inferiore,Inferiore,R,StessaMano,Medio,Medio,Inferiore,Sconfitta
Clay,A,FavoritoMedio,Superiore,Inferiore,R,StessaMano,Medio,Medio,Medio,Vittoria
Clay,A,FavoritoMedio,Superiore,Inferiore,R,StessaMano,Superiore,Medio,Inferiore,Sconfitta
Clay,A,Equilibrato,Inferiore,Inferiore,L,Opposta,Inferiore,Inferiore,Inferiore,Sconfitta
Clay,A,FavoritoNetto,Superiore,Medio,R,StessaMano,Medio,Superiore,Inferiore,Sconfitta
Clay,A,FavoritoMedio,Superiore,Medio,R,StessaMano,Inferiore,Superiore,Inferiore,Sconfitta
Clay,A,FavoritoMedio,Medio,Medio,R,Opposta,Superiore,Superiore,Medio,Sconfitta
Clay,A,Equilibrato,Superiore,Medio,R,StessaMano,Inferiore,Medio,Inferiore,Sconfitta
Clay,A,FavoritoMedio,Superiore,Inferiore,L,StessaMano,Superiore,Medio,Inferiore,Sconfitta
Clay,A,Equilibrato,Superiore,Medio,R,StessaMano,Inferiore,Inferiore,Inferiore,Sconfitta
Clay,A,Equilibrato,Inferiore,Inferiore,R,StessaMano,Inferiore,Inferiore,Inferiore,Sconfitta
Clay,A,FavoritoNetto,Medio,Medio,R,StessaMano,Medio,Inferiore,Medio,Vittoria
Clay,A,FavoritoMedio,Superiore,Inferiore,R,StessaMano,Inferiore,Inferiore,Medio,Vittoria
Clay,A,FavoritoMedio,Medio,Inferiore,R,Opposta,Inferiore,Inferiore,Superiore,Vittoria
Clay,A,FavoritoNetto,Medio,Inferiore,R,Opposta,Inferiore,Inferiore,Medio,Vittoria
Clay,A,FavoritoMedio,Inferiore,Superiore,R,StessaMano,Medio,Superiore,Inferiore,Sconfitta
Clay,A,Equilibrato,Medio,Inferiore,R,StessaMano,Inferiore,Superiore,Inferiore,Sconfitta
Clay,A,Equilibrato,Inferiore,Superiore,R,StessaMano,Inferiore,Inferiore,Inferiore,Sconfitta
Clay,A,FavoritoNetto,Medio,Inferiore,R,StessaMano,Inferiore,Inferiore,Medio,Vittoria
Clay,A,FavoritoMedio,Inferiore,Superiore,R,StessaMano,Superiore,Medio,Superiore,Vittoria
Clay,A,FavoritoMedio,Inferiore,Inferiore,L,Opposta,Inferiore,Inferiore,Inferiore,Sconfitta
Clay,A,FavoritoMedio,Superiore,Inferiore,R,StessaMano,Inferiore,Medio,Inferiore,Sconfitta
Clay,A,FavoritoNetto,Medio,Inferiore,R,StessaMano,Medio,Superiore,Medio,Vittoria
Clay,A,FavoritoNetto,Superiore,Medio,R,StessaMano,Superiore,Superiore,Medio,Vittoria
Clay,A,FavoritoMedio,Inferiore,Superiore,R,StessaMano,Superiore,Medio,Medio,Vittoria
Clay,A,FavoritoMedio,Medio,Medio,R,StessaMano,Medio,Superiore,Inferiore,Sconfitta
Clay,A,Equilibrato,Superiore,Inferiore,R,StessaMano,Inferiore,Medio,Inferiore,Sconfitta
Clay,A,FavoritoMedio,Inferiore,Inferiore,L,StessaMano,Medio,Medio,Medio,Vittoria
Clay,A,FavoritoNetto,Superiore,Inferiore,R,Opposta,Inferiore,Inferiore,Medio,Vittoria
Clay,A,FavoritoMedio,Inferiore,Medio,R,StessaMano,Medio,Medio,Inferiore,Sconfitta
Clay,A,FavoritoNetto,Medio,Superiore,R,StessaMano,Superiore,Medio,Inferiore,Sconfitta
Clay,A,FavoritoNetto,Medio,Inferiore,R,StessaMano,Inferiore,Medio,Inferiore,Sconfitta
Clay,A,FavoritoMedio,Superiore,Inferiore,R,StessaMano,Medio,Medio,Superiore,Vittoria
Clay,A,FavoritoMedio,Medio,Medio,R,StessaMano,Inferiore,Medio,Superiore,Vittoria
Clay,A,Equilibrato,Superiore,Medio,R,StessaMano,Medio,Medio,Inferiore,Sconfitta
Clay,A,Equilibrato,Inferiore,Superiore,R,StessaMano,Medio,Medio,Inferiore,Sconfitta
Clay,A,Equilibrato,Superiore,Superiore,R,StessaMano,Superiore,Superiore,Medio,Vittoria
Clay,A,FavoritoMedio,Inferiore,Medio,L,StessaMano,Inferiore,Medio,Inferiore,Sconfitta
Clay,A,FavoritoNetto,Superiore,Inferiore,R,StessaMano,Superiore,Medio,Medio,Vittoria
Clay,A,FavoritoNetto,Inferiore,Superiore,R,Opposta,Inferiore,Medio,Medio,Vittoria
Clay,A,FavoritoNetto,Inferiore,Superiore,R,Opposta,Superiore,Superiore,Medio,Sconfitta
Clay,G,FavoritoMedio,Superiore,Medio,R,StessaMano,Inferiore,Inferiore,Superiore,Vittoria
Clay,G,FavoritoMedio,Medio,Inferiore,R,StessaMano,Superiore,Inferiore,Superiore,Vittoria
Clay,G,FavoritoNetto,Inferiore,Inferiore,R,StessaMano,Superiore,Superiore,Inferiore,Sconfitta
Clay,G,FavoritoNetto,Superiore,Inferiore,R,StessaMano,Inferiore,Inferiore,Superiore,Vittoria
Clay,G,FavoritoMedio,Inferiore,Inferiore,L,Opposta,Medio,Superiore,Inferiore,Sconfitta
Clay,G,FavoritoNetto,Superiore,Inferiore,R,StessaMano,Inferiore,Superiore,Medio,Vittoria
Clay,G,FavoritoNetto,Inferiore,Superiore,R,StessaMano,Medio,Inferiore,Superiore,Vittoria
Clay,G,FavoritoNetto,Inferiore,Medio,R,StessaMano,Inferiore,Medio,Medio,Vittoria
Clay,G,FavoritoNetto,Superiore,Inferiore,R,StessaMano,Superiore,Medio,Medio,Vittoria
Clay,G,FavoritoNetto,Medio,Superiore,L,Opposta,Inferiore,Inferiore,Superiore,Vittoria
Clay,G,FavoritoMedio,Inferiore,Superiore,R,StessaMano,Superiore,Medio,Superiore,Vittoria
Clay,G,FavoritoMedio,Superiore,Inferiore,R,StessaMano,Inferiore,Inferiore,Superiore,Vittoria
Clay,G,FavoritoNetto,Medio,Inferiore,R,Opposta,Medio,Inferiore,Medio,Vittoria
Clay,G,FavoritoNetto,Inferiore,Medio,L,Opposta,Inferiore,Superiore,Inferiore,Sconfitta
Clay,G,FavoritoMedio,Inferiore,Inferiore,R,Opposta,Medio,Superiore,Superiore,Vittoria
Clay,G,FavoritoNetto,Inferiore,Superiore,R,StessaMano,Superiore,Superiore,Medio,Vittoria
Clay,G,FavoritoNetto,Medio,Inferiore,R,StessaMano,Superiore,Medio,Medio,Vittoria
Clay,G,FavoritoNetto,Inferiore,Superiore,R,StessaMano,Superiore,Inferiore,Superiore,Vittoria
Clay,G,FavoritoNetto,Superiore,Inferiore,R,StessaMano,Inferiore,Inferiore,Superiore,Vittoria
Clay,G,Equilibrato,Inferiore,Medio,R,StessaMano,Inferiore,Superiore,Inferiore,Vittoria
Clay,G,FavoritoNetto,Superiore,Medio,L,Opposta,Inferiore,Inferiore,Medio,Vittoria
Clay,G,FavoritoNetto,Medio,Inferiore,R,StessaMano,Medio,Inferiore,Inferiore,Sconfitta
Clay,G,FavoritoNetto,Superiore,Inferiore,L,Opposta,Inferiore,Inferiore,Medio,Vittoria
Clay,G,FavoritoNetto,Superiore,Superiore,R,StessaMano,Medio,Superiore,Superiore,Vittoria
Clay,G,FavoritoNetto,Superiore,Medio,R,StessaMano,Inferiore,Superiore,Inferiore,Sconfitta
Clay,G,Equilibrato,Superiore,Inferiore,R,Opposta,Inferiore,Inferiore,Inferiore,Sconfitta
Clay,G,FavoritoNetto,Inferiore,Inferiore,R,StessaMano,Medio,Superiore,Superiore,Vittoria
Clay,G,FavoritoNetto,Inferiore,Inferiore,R,StessaMano,Superiore,Inferiore,Superiore,Vittoria
Clay,G,Equilibrato,Superiore,Superiore,R,Opposta,Superiore,Superiore,Inferiore,Vittoria
Clay,G,Equilibrato,Inferiore,Inferiore,R,Opposta,Superiore,Inferiore,Inferiore,Sconfitta
Clay,G,FavoritoMedio,Superiore,Superiore,R,StessaMano,Inferiore,Inferiore,Medio,Vittoria
Clay,G,FavoritoNetto,Inferiore,Superiore,R,Opposta,Inferiore,Inferiore,Superiore,Vittoria
Clay,G,Equilibrato,Medio,Inferiore,R,Opposta,Medio,Inferiore,Superiore,Vittoria
Clay,G,FavoritoNetto,Medio,Inferiore,R,StessaMano,Medio,Inferiore,Superiore,Vittoria
Clay,G,FavoritoMedio,Inferiore,Medio,R,StessaMano,Inferiore,Superiore,Inferiore,Sconfitta
Clay,G,FavoritoNetto,Superiore,Inferiore,R,StessaMano,Superiore,Inferiore,Medio,Vittoria
Clay,G,FavoritoMedio,Inferiore,Inferiore,R,StessaMano,Inferiore,Inferiore,Medio,Vittoria
Clay,G,FavoritoNetto,Medio,Medio,R,StessaMano,Superiore,Superiore,Medio,Vittoria
Clay,G,FavoritoNetto,Superiore,Superiore,R,StessaMano,Superiore,Superiore,Superiore,Vittoria
Clay,G,FavoritoNetto,Medio,Inferiore,R,StessaMano,Inferiore,Medio,Inferiore,Sconfitta
Clay,G,Equilibrato,Superiore,Inferiore,R,StessaMano,Inferiore,Inferiore,Medio,Vittoria
Clay,G,FavoritoMedio,Superiore,Medio,R,Opposta,Superiore,Inferiore,Superiore,Vittoria
Clay,G,FavoritoMedio,Medio,Inferiore,R,StessaMano,Medio,Inferiore,Medio,Vittoria
Clay,G,FavoritoNetto,Inferiore,Superiore,R,StessaMano,Medio,Inferiore,Medio,Vittoria
Clay,G,FavoritoMedio,Inferiore,Inferiore,R,StessaMano,Medio,Inferiore,Superiore,Vittoria
Clay,G,FavoritoNetto,Superiore,Inferiore,R,StessaMano,Inferiore,Superiore,Inferiore,Sconfitta
Clay,G,FavoritoNetto,Superiore,Inferiore,R,StessaMano,Medio,Superiore,Superiore,Vittoria
Clay,G,FavoritoNetto,Medio,Inferiore,R,StessaMano,Inferiore,Inferiore,Superiore,Vittoria
Clay,G,FavoritoMedio,Superiore,Medio,R,StessaMano,Inferiore,Inferiore,Superiore,Vittoria
Clay,G,FavoritoMedio,Inferiore,Medio,L,Opposta,Inferiore,Inferiore,Medio,Sconfitta
Clay,G,FavoritoNetto,Inferiore,Medio,R,Opposta,Medio,Superiore,Medio,Vittoria
Clay,G,FavoritoNetto,Inferiore,Inferiore,R,Opposta,Inferiore,Superiore,Superiore,Vittoria
Clay,G,Equilibrato,Medio,Medio,R,StessaMano,Superiore,Medio,Superiore,Vittoria
Clay,G,FavoritoMedio,Superiore,Superiore,R,StessaMano,Superiore,Superiore,Superiore,Vittoria
Clay,G,FavoritoMedio,Inferiore,Superiore,R,StessaMano,Inferiore,Superiore,Medio,Sconfitta
Clay,G,FavoritoNetto,Medio,Inferiore,R,StessaMano,Inferiore,Medio,Inferiore,Sconfitta
Clay,G,FavoritoNetto,Superiore,Inferiore,R,Opposta,Superiore,Medio,Superiore,Vittoria
Clay,G,FavoritoNetto,Inferiore,Inferiore,L,Opposta,Medio,Inferiore,Medio,Vittoria
Clay,G,FavoritoNetto,Medio,Inferiore,L,Opposta,Superiore,Inferiore,Medio,Vittoria
Clay,G,FavoritoMedio,Medio,Inferiore,R,StessaMano,Superiore,Inferiore,Superiore,Vittoria
Clay,G,Equilibrato,Medio,Inferiore,R,StessaMano,Superiore,Superiore,Inferiore,Sconfitta
Clay,G,FavoritoNetto,Superiore,Inferiore,R,StessaMano,Medio,Inferiore,Medio,Vittoria
Clay,G,FavoritoNetto,Superiore,Inferiore,L,Opposta,Medio,Medio,Superiore,Vittoria
Clay,G,FavoritoNetto,Superiore,Medio,R,StessaMano,Inferiore,Medio,Superiore,Vittoria
Clay,G,FavoritoNetto,Superiore,Inferiore,R,StessaMano,Superiore,Medio,Inferiore,Sconfitta
Clay,G,Equilibrato,Superiore,Inferiore,R,StessaMano,Inferiore,Medio,Inferiore,Sconfitta
Clay,G,FavoritoNetto,Inferiore,Medio,R,StessaMano,Inferiore,Inferiore,Superiore,Vittoria
Clay,G,FavoritoNetto,Superiore,Inferiore,R,Opposta,Inferiore,Inferiore,Medio,Vittoria
Clay,G,FavoritoMedio,Superiore,Inferiore,R,StessaMano,Inferiore,Inferiore,Superiore,Vittoria
Clay,G,FavoritoNetto,Medio,Inferiore,R,StessaMano,Inferiore,Inferiore,Superiore,Vittoria
Clay,G,FavoritoNetto,Inferiore,Superiore,R,StessaMano,Superiore,Superiore,Superiore,Vittoria
Clay,G,FavoritoNetto,Medio,Inferiore,R,StessaMano,Inferiore,Inferiore,Medio,Vittoria
Clay,G,FavoritoMedio,Inferiore,Medio,R,StessaMano,Inferiore,Medio,Inferiore,Sconfitta
Clay,G,FavoritoNetto,Superiore,Medio,L,Opposta,Superiore,Superiore,Medio,Sconfitta
Clay,G,FavoritoMedio,Superiore,Superiore,R,Opposta,Medio,Superiore,Superiore,Vittoria
Clay,G,FavoritoNetto,Inferiore,Superiore,R,StessaMano,Medio,Superiore,Medio,Vittoria
Clay,G,FavoritoMedio,Inferiore,Inferiore,R,Opposta,Superiore,Inferiore,Medio,Sconfitta
Clay,G,FavoritoMedio,Inferiore,Inferiore,R,StessaMano,Inferiore,Inferiore,Superiore,Vittoria
Clay,G,FavoritoNetto,Superiore,Superiore,R,Opposta,Superiore,Superiore,Medio,Vittoria
Clay,G,FavoritoNetto,Inferiore,Superiore,R,StessaMano,Superiore,Inferiore,Superiore,Vittoria
Clay,G,FavoritoMedio,Medio,Inferiore,R,StessaMano,Inferiore,Inferiore,Medio,Vittoria
Clay,G,Equilibrato,Superiore,Inferiore,R,StessaMano,Superiore,Inferiore,Superiore,Vittoria
Clay,G,FavoritoMedio,Superiore,Superiore,R,StessaMano,Inferiore,Medio,Inferiore,Sconfitta
Clay,G,FavoritoNetto,Superiore,Inferiore,R,StessaMano,Superiore,Inferiore,Inferiore,Sconfitta
Clay,G,FavoritoMedio,Medio,Inferiore,R,StessaMano,Inferiore,Inferiore,Inferiore,Sconfitta
Clay,G,FavoritoMedio,Inferiore,Superiore,R,StessaMano,Medio,Inferiore,Inferiore,Sconfitta
Clay,G,FavoritoNetto,Superiore,Inferiore,R,StessaMano,Medio,Inferiore,Superiore,Vittoria
Clay,G,FavoritoNetto,Medio,Inferiore,R,StessaMano,Inferiore,Medio,Medio,Vittoria
Clay,G,FavoritoNetto,Inferiore,Medio,R,StessaMano,Inferiore,Medio,Medio,Vittoria
Clay,G,FavoritoMedio,Inferiore,Inferiore,R,StessaMano,Medio,Superiore,Inferiore,Sconfitta
Clay,G,Equilibrato,Superiore,Superiore,R,StessaMano,Superiore,Superiore,Medio,Vittoria
Clay,G,FavoritoMedio,Superiore,Inferiore,R,StessaMano,Medio,Superiore,Inferiore,Sconfitta
Clay,G,FavoritoNetto,Medio,Inferiore,L,StessaMano,Inferiore,Inferiore,Inferiore,Sconfitta
Clay,G,FavoritoNetto,Medio,Inferiore,R,StessaMano,Superiore,Medio,Superiore,Vittoria
Clay,G,FavoritoNetto,Superiore,Inferiore,L,Opposta,Medio,Superiore,Superiore,Vittoria
Clay,G,FavoritoNetto,Superiore,Medio,R,StessaMano,Superiore,Inferiore,Superiore,Vittoria
Clay,G,FavoritoMedio,Inferiore,Medio,R,StessaMano,Inferiore,Superiore,Medio,Sconfitta
Clay,G,Equilibrato,Superiore,Inferiore,R,StessaMano,Superiore,Medio,Medio,Vittoria
Clay,G,FavoritoMedio,Inferiore,Superiore,R,StessaMano,Superiore,Superiore,Medio,Vittoria
Clay,G,FavoritoMedio,Medio,Inferiore,R,StessaMano,Medio,Inferiore,Superiore,Vittoria
Clay,G,FavoritoNetto,Superiore,Superiore,R,StessaMano,Superiore,Inferiore,Superiore,Vittoria
Clay,G,FavoritoMedio,Inferiore,Superiore,R,Opposta,Superiore,Inferiore,Superiore,Vittoria
Clay,G,FavoritoNetto,Superiore,Superiore,R,StessaMano,Superiore,Inferiore,Superiore,Vittoria
Clay,G,FavoritoNetto,Inferiore,Superiore,R,StessaMano,Superiore,Superiore,Medio,Vittoria
Clay,G,FavoritoMedio,Superiore,Inferiore,R,StessaMano,Superiore,Medio,Medio,Vittoria
Clay,G,FavoritoNetto,Superiore,Medio,R,StessaMano,Superiore,Superiore,Superiore,Vittoria
Clay,G,FavoritoNetto,Superiore,Inferiore,R,StessaMano,Superiore,Inferiore,Superiore,Vittoria
Clay,G,FavoritoMedio,Medio,Inferiore,R,StessaMano,Inferiore,Medio,Medio,Vittoria
Clay,G,FavoritoMedio,Superiore,Superiore,R,StessaMano,Superiore,Medio,Medio,Vittoria
Clay,G,FavoritoMedio,Medio,Inferiore,R,Opposta,Medio,Inferiore,Inferiore,Vittoria
Clay,G,FavoritoMedio,Superiore,Inferiore,L,Opposta,Medio,Superiore,Superiore,Vittoria
Clay,G,FavoritoMedio,Superiore,Medio,R,StessaMano,Medio,Medio,Superiore,Vittoria
Clay,G,Equilibrato,Inferiore,Superiore,R,StessaMano,Superiore,Superiore,Medio,Vittoria
Clay,G,Equilibrato,Medio,Inferiore,R,StessaMano,Inferiore,Inferiore,Superiore,Vittoria
Clay,G,Equilibrato,Superiore,Superiore,R,StessaMano,Superiore,Superiore,Inferiore,Sconfitta
Clay,G,FavoritoMedio,Inferiore,Superiore,R,StessaMano,Inferiore,Superiore,Medio,Sconfitta
Clay,G,FavoritoNetto,Superiore,Inferiore,R,StessaMano,Superiore,Inferiore,Superiore,Vittoria
Clay,G,FavoritoMedio,Medio,Inferiore,R,StessaMano,Inferiore,Inferiore,Medio,Vittoria
Clay,G,FavoritoNetto,Superiore,Inferiore,L,Opposta,Medio,Inferiore,Superiore,Vittoria
Clay,G,Equilibrato,Superiore,Medio,R,StessaMano,Inferiore,Inferiore,Superiore,Vittoria
Clay,G,Equilibrato,Medio,Inferiore,R,StessaMano,Inferiore,Inferiore,Superiore,Vittoria
Clay,G,FavoritoMedio,Superiore,Inferiore,R,StessaMano,Inferiore,Inferiore,Medio,Vittoria
Clay,G,Equilibrato,Superiore,Inferiore,L,Opposta,Medio,Superiore,Superiore,Vittoria
Clay,G,Equilibrato,Superiore,Medio,R,StessaMano,Medio,Medio,Inferiore,Sconfitta
Clay,G,Equilibrato,Superiore,Inferiore,L,Opposta,Medio,Medio,Superiore,Vittoria
Clay,G,Equilibrato,Superiore,Inferiore,L,Opposta,Inferiore,Inferiore,Superiore,Vittoria
Grass,A,FavoritoMedio,Superiore,Inferiore,L,Opposta,Inferiore,Superiore,Medio,Vittoria
Grass,A,FavoritoMedio,Superiore,Inferiore,R,StessaMano,Inferiore,Inferiore,Inferiore,Sconfitta
Grass,A,FavoritoMedio,Inferiore,Medio,R,Opposta,Superiore,Inferiore,Inferiore,Sconfitta
Grass,A,FavoritoMedio,Superiore,Inferiore,R,StessaMano,Inferiore,Inferiore,Medio,Vittoria
Grass,A,FavoritoMedio,Inferiore,Inferiore,R,StessaMano,Inferiore,Superiore,Inferiore,Sconfitta
Grass,A,Equilibrato,Medio,Inferiore,R,Opposta,Medio,Superiore,Inferiore,Sconfitta
Grass,A,FavoritoMedio,Inferiore,Medio,R,StessaMano,Superiore,Inferiore,Medio,Vittoria
Grass,A,FavoritoNetto,Inferiore,Superiore,R,StessaMano,Inferiore,Superiore,Inferiore,Sconfitta
Grass,A,Equilibrato,Superiore,Inferiore,R,StessaMano,Superiore,Inferiore,Superiore,Vittoria
Grass,A,FavoritoMedio,Inferiore,Inferiore,R,StessaMano,Inferiore,Inferiore,Medio,Vittoria
Grass,A,FavoritoMedio,Inferiore,Medio,R,StessaMano,Inferiore,Superiore,Inferiore,Sconfitta
Grass,A,Equilibrato,Medio,Inferiore,R,StessaMano,Superiore,Medio,Medio,Vittoria
Grass,A,Equilibrato,Superiore,Medio,L,StessaMano,Superiore,Inferiore,Medio,Sconfitta
Grass,A,FavoritoMedio,Inferiore,Inferiore,R,StessaMano,Inferiore,Inferiore,Medio,Vittoria
Grass,A,FavoritoMedio,Inferiore,Medio,R,StessaMano,Superiore,Inferiore,Medio,Vittoria
Grass,A,FavoritoNetto,Inferiore,Superiore,R,StessaMano,Superiore,Inferiore,Medio,Vittoria
Grass,A,FavoritoMedio,Superiore,Inferiore,R,StessaMano,Inferiore,Inferiore,Medio,Vittoria
Grass,A,FavoritoNetto,Superiore,Inferiore,R,StessaMano,Inferiore,Inferiore,Medio,Vittoria
Grass,A,FavoritoMedio,Superiore,Medio,R,StessaMano,Superiore,Inferiore,Medio,Vittoria
Grass,A,FavoritoNetto,Inferiore,Inferiore,R,StessaMano,Medio,Superiore,Medio,Vittoria
Grass,A,FavoritoMedio,Inferiore,Medio,R,StessaMano,Inferiore,Superiore,Superiore,Vittoria
Grass,A,FavoritoNetto,Medio,Inferiore,R,StessaMano,Superiore,Inferiore,Superiore,Vittoria
Grass,A,FavoritoMedio,Medio,Medio,R,StessaMano,Superiore,Medio,Superiore,Vittoria
Grass,A,FavoritoNetto,Superiore,Inferiore,L,Opposta,Inferiore,Inferiore,Superiore,Vittoria
Grass,A,FavoritoNetto,Inferiore,Inferiore,R,StessaMano,Medio,Medio,Superiore,Vittoria
Grass,A,Equilibrato,Inferiore,Medio,L,Opposta,Medio,Medio,Medio,Sconfitta
Grass,A,FavoritoNetto,Inferiore,Superiore,R,Opposta,Superiore,Superiore,Medio,Vittoria
Grass,A,Equilibrato,Inferiore,Superiore,R,StessaMano,Superiore,Inferiore,Inferiore,Sconfitta
Grass,A,Equilibrato,Inferiore,Superiore,R,StessaMano,Medio,Superiore,Superiore,Vittoria
Grass,A,FavoritoNetto,Inferiore,Superiore,R,StessaMano,Superiore,Inferiore,Medio,Vittoria
Grass,A,FavoritoMedio,Medio,Superiore,R,StessaMano,Superiore,Inferiore,Superiore,Vittoria
Grass,A,Equilibrato,Inferiore,Inferiore,R,StessaMano,Inferiore,Superiore,Inferiore,Sconfitta
Grass,A,FavoritoNetto,Inferiore,Superiore,R,StessaMano,Superiore,Medio,Superiore,Vittoria
Grass,A,FavoritoNetto,Inferiore,Superiore,R,StessaMano,Superiore,Superiore,Inferiore,Sconfitta
Grass,A,FavoritoMedio,Inferiore,Superiore,R,StessaMano,Superiore,Medio,Medio,Vittoria
Grass,A,FavoritoMedio,Medio,Inferiore,R,StessaMano,Inferiore,Superiore,Inferiore,Sconfitta
Grass,A,FavoritoNetto,Medio,Superiore,R,StessaMano,Superiore,Superiore,Inferiore,Vittoria
Grass,A,FavoritoMedio,Medio,Superiore,R,StessaMano,Superiore,Medio,Superiore,Vittoria
Grass,A,Equilibrato,Inferiore,Superiore,R,StessaMano,Superiore,Superiore,Inferiore,Sconfitta
Grass,A,FavoritoNetto,Superiore,Superiore,R,StessaMano,Superiore,Superiore,Inferiore,Sconfitta
